survey_number;id_final;time;Q1;Q2;Q3;Q17;Q18;Q67;Q68;Q69;Q70;Q71;Q72;Q73;Q74;Q75;Q76;Q77;Q78;Q79;Q80
3;394;8/25/2022 11:40:55;Diminue beaucoup;Oui, tout à fait d'accord;Nous sommes dépendants d'une nature en bonne santé. Chaque maillon est important.;Oui, tout à fait d'accord;J'en vois de moins en moins, y compris les pollinisateurs.;41;Féminin;3;France;France;7;Bac;En activité;Ne se prononce pas;Non;Macrophotographe;Oui;Non;Sea shepherd
3;395;8/25/2022 11:44:17;Diminue beaucoup;Oui, tout à fait d'accord;Le déclin de la biodiversité entraîne davantage de pertes, plus tôt sont prises des mesures, moins d'espèces et d'écosystèmes seront menacés à leur tour;Oui, tout à fait d'accord;Ils souffrent d'une mauvaise perception de la part du grand public, en plus de souffrir des mêmes causes de disparition que les autres espèces. Ils sont essentiels dans le traitement de la terre, dans la pollinisation (donc à la survie de la quasi-totalité des espèces végétales comme animales). Ils devraient être beaucoup plus protégés ;22;Féminin;3;France;France;4;Licence (bac+3);Etudiant;Complètement à gauche;Oui, indirectement;étalage d'insectes sans me considérer entomologiste;Oui;Non;
3;396;8/25/2022 11:45:43;Diminue beaucoup;Oui, tout à fait d'accord;Parce qu'elle connait un déclin sans précédent et se trouve fortement impactée par les activités humaines ;Oui, tout à fait d'accord;Parce qu'ils assurent des fonctions essentielles (pollinisation, nourriture pour d'autres espèces...) Et qu'ils ont droit à la vie pour eux-mêmes, bien que les gens ne les trouvent pas très glamour ;36;Féminin;1;France;France;6;Master (bac+5);En activité;Complètement à gauche;Oui, directement;Oui, mais pas entomologiste;Oui;Oui;Lpo, Aspas, Sea Shepherd
3;397;8/25/2022 11:45:49;Diminue beaucoup;Oui, tout à fait d'accord;;Oui, tout à fait d'accord;;17;Féminin;1;France ;France ;7;Bac;Etudiant;Ne se prononce pas;Oui, directement;Oui, mais pas entomologiste;Oui;Non;
3;398;8/25/2022 11:49:23;Diminue beaucoup;Oui, tout à fait d'accord;Aucune espèce ne devrait disparaître à cause de l'humain, chacune a sa place;Oui, tout à fait d'accord;Comme toutes les autres espèces, elles ont leur place dans l'écosystème;24;Féminin;1;France;France;6;Master (bac+5);En activité;Plutôt de gauche;Oui, directement;Oui, mais pas entomologiste;Oui;Oui;Bretagne Vivante, Conservatoire d'espaces naturels
3;399;8/25/2022 11:49:50;Diminue beaucoup;Oui, tout à fait d'accord;Protéger la biodiversité est important pour la survie de toutes les espèce.;Oui, tout à fait d'accord;Ils jouent un rôle important dans les écosystèmes : pollinisation, aération des sols, transformation de la matière organique;24;Féminin;3;France;France;5;Master (bac+5);En service civique;Ne se prononce pas;Oui, directement;Non;Oui;Non;LPO
3;400;8/25/2022 11:52:38;Diminue beaucoup;Oui, tout à fait d'accord;Par respect pour la nature.;Oui, tout à fait d'accord;Ils sont utiles ;59;Féminin;1;France ;France ;7;Master (bac+5);En activité;Complètement à droite;Oui, directement;Non;Oui;Non;
3;401;8/25/2022 11:52:56;Diminue beaucoup;Oui, tout à fait d'accord;Depuis mon enfance j'ai VU la diminution des espèces,  notamment  oiseaux et insectes, en 40 ans c'est flagrant , et d'une rapidité effrayante. ;Oui, tout à fait d'accord;Ils sont les pollinisateurs et aussi un element majeur dans la chaine alimentaire ;63;Féminin;5;FRANCE ;France;6;Master (bac+5);En activité;Complètement à gauche;Non;Non;Oui;Non;
3;402;8/25/2022 11:53:30;Diminue beaucoup;Oui, tout à fait d'accord;C’est la biodiversité qui assure l’équilibre naturel de la flore et la faune et le notre implicitement ;Oui, tout à fait d'accord;Chacun a son utilité dans la chaîne alimentaire et dans le développement végétal ;61;Masculin;2;France ;France ;6;Licence (bac+3);Retraité;Centre;Oui, indirectement;Non;Oui;Oui;
3;403;8/25/2022 11:54:53;Diminue beaucoup;Oui, d'accord;Pour sa valeur intrinsèque,  c'est beau cette diversité d'organismes (pas uniquement au sens ésthétique),  mais aussi car il faut que nous (humains) apprenions à respecter l'ensemble du vivant,  on fait partie de la biosphère nous en dépendons directement;Oui, tout à fait d'accord;"Insectes et arthropodes de manière générale n'ont pas de statu de conservation alors que leur ""rôle""  est essentiel (pollinisation notamment) ";23;Féminin;2;France;France;5;Licence (bac+3);Etudiant;Plutôt de gauche;Oui, directement;Ne se prononce pas;Oui;Oui;Cercle Naturaliste des Etudiants de Rennes 
3;404;8/25/2022 11:57:18;Diminue beaucoup;Oui, tout à fait d'accord;Car notre existence humaine dépend de la biodiversité ;Oui, tout à fait d'accord;Parce-que sur les insectes ont leur places dans la chaîne alimentaire, servent de protection à certaines plantes et jouent un rôle de pollinisateurs ;31;Féminin;1;France ;France ;7;Licence (bac+3);En activité;Complètement à gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;
3;405;8/25/2022 11:57:54;Diminue beaucoup;Oui, d'accord;toutes les espèces sont necessaires et utiles;Oui, d'accord;;68;Masculin;1;france;france;5;Bac;Retraité;Ne se prononce pas;Non;Non;Non;Non;LPO ain
3;406;8/25/2022 11:58:35;Diminue beaucoup;Oui, tout à fait d'accord;"Pour pouvoir laisser un monde vivable aux générations futures (accès à l’eau potable et à la nourriture).
Pour permettre la résilience des espèces et de la biodiversité en général (en protégeant on peut permettre de laisser une chance aux espèces de survivre et de se développer anouveau ce qui n’est pas le cas si tout est détruit.
C’est un devoir collectif envers la nature, la biodiversité et les espèces  pour réparer nos erreurs humaines (destructions d’habitats, braconnage, surexploitation des resources naturelles, etc) car elle subit (pas consciente de l’impact de ces changements) les actions de l’homme et doit s’adapter face aux contraintes et à ces changements qu’on impose dans le monde entier avec nos modes de vie actuel.";Oui, d'accord;"Ils sont nécessaires pour car ils ont de nombreuses fonctions qui rendre de nombreux services (services ecosystemiques).
 Ils sont la base de la chaîne alimentaires (pollinisation notamment).
Ils permettent d’apporter un équilibre dans les écosystèmes en régulant la prolifération de certaines espèces.
Cependant certaines espèces d’insectes sont des espèces exotiques envahissantes et peuvent nuire au développement d’espèces locales. Il faut donc veiller a ne pas introduire dans les écosystèmes  d’espèces non inféodé au milieu récepteur.";25;Féminin;4;France;France;5;Master (bac+5);En activité;Plutôt de gauche;Oui, directement;Non;Oui;Non;GON et LPO
3;407;8/25/2022 11:58:47;Diminue beaucoup;Oui, tout à fait d'accord;Dégradation galopante de la faune et de la flore en raison des pollutions terrestre et aquatiques dus aux comportements néfastes de l'homme;Oui, tout à fait d'accord;"Il permettent la pollinisation des espèces fournissant des fruits. 
Certain insectes  font partie  de la chaîne alimentaire des oiseaux et autres. ";66;Féminin;3;France;france;7;Licence (bac+3);Retraité;Complètement à gauche;Oui, indirectement;Non;Oui;Oui;
3;408;8/25/2022 12:00:25;Diminue beaucoup;Oui, tout à fait d'accord;Il s'agit d'une question de respect du vivant.;Oui, tout à fait d'accord;Ils sont pollinisateurs, nous ne pourrions pas vivre sans eux mais aussi par simple respect du vivant.;44;Féminin;2;France;France;6;Master (bac+5);En activité;Plutôt de gauche;Non;Oui, mais pas entomologiste;Oui;Non;LPO 
3;409;8/25/2022 12:00:38;Diminue beaucoup;Oui, tout à fait d'accord;;Oui, tout à fait d'accord;Pollinisation entre autres et place ds la chaîne alimentaire terrestre;61;Féminin;5;France;France;7;Licence (bac+3);En activité;Plutôt de gauche;Oui, directement;Non;Oui;Non;
3;410;8/25/2022 12:00:41;Diminue beaucoup;Oui, tout à fait d'accord;28% des espèces mondiales sont menacées, 60% de baisse des populations d'animaux sauvages en 40 ans, directement liée à nos activités humaines. La biodiversité c'est aussi ce qui nous fait vivre, avoir un air respirable, une eau propre, nous en sommes dépendants.;Oui, tout à fait d'accord;Maillons indispensables des chaînes alimentaires, pollinisateurs, purificateurs d'eau pour certains, voilà pour le côté technique. Mais aussi pour leur beauté, leur complexité...;31;Masculin;3;France;France;6;Master (bac+5);En activité;Complètement à gauche;Oui, directement;Oui, mais pas entomologiste;Oui;Oui;LPO, Sea Shepherd, CPIE Oise, et d'autres moins connues
3;411;8/25/2022 12:00:52;Diminue beaucoup;Oui, tout à fait d'accord;Car l'activité humaine détruit énormément d'espèces animales et végétales, ce qui est forcément dommageable;Oui, tout à fait d'accord;Car sans eux, les écosystèmes ne fonctionneraient plus normalement : plus de pollinisation, disparition de leurs prédateurs (oiseaux, mammifères se nourrissant d'insectes...) ;25;Féminin;4;France;France;5;;En activité;Complètement à gauche;Non;Non;Non;Non;LPO,  WWF
3;412;8/25/2022 12:02:25;Diminue beaucoup;Oui, tout à fait d'accord;Nous faisons parti de la biodiversité donc nous devons protéger le vivant pour maintenir un équilibre ;Oui, tout à fait d'accord;Ils font partis des premiers maillons de la chaîne alimentaire ;23;Masculin;5;France;France;6;Licence (bac+3);En activité;Centre;Oui, directement;Oui, mais pas entomologiste;Oui;Non;Les clés de la ferme
3;413;8/25/2022 12:03:29;Diminue beaucoup;Oui, tout à fait d'accord;À la fois pour la nécessité des diversités et pour le respect de notre environnement ;Oui, tout à fait d'accord;La biodiversité n'est pas choisir ;50;Masculin;2;France ;13;7;Bac;En activité;Ne se prononce pas;Non;Je m'y interesse par plaisir et curiosité ;Oui;Non;Aspa
3;414;8/25/2022 12:04:32;Diminue beaucoup;Oui, tout à fait d'accord;L'interdépendance des espèces, et donc la dépendance de l'espèce humaine aux autres espèces;Oui, tout à fait d'accord;Vital;38;Masculin;1;France;France;4;Master (bac+5);En activité;Centre;Oui, indirectement;Non;Oui;Ne se prononce pas;Bretagne vivante, LPO, FNE
3;415;8/25/2022 12:07:13;Diminue un peu;Oui, tout à fait d'accord;Changement climatique donc modification de l'habitat de nombreuseux être vivants -> ces animaux et végétaux sont donc en danger et il faut les protéger pour ne pas qu'elles disparaissent.;Oui, tout à fait d'accord;Changement climatique - modification et destruction de leurs habitats - agriculture et utilisation d'insecticides;20;Masculin;4;France;France;5;Licence (bac+3);Etudiant;Ne se prononce pas;Oui, directement;Non;Oui;Oui;
3;416;8/25/2022 12:08:38;Diminue beaucoup;Oui, tout à fait d'accord;Nous sommes partie intégrante d un écosystème, il en va de notre survie, nous n avons que trop vu les ressources sans nous soucier de préserver notre écosystème (son équilibre, sa variété...);Oui, tout à fait d'accord;Maintient de notre écosystème, nécessaires pour les cultures, ...;54;Féminin;2;France ;France ;6;Master (bac+5);En activité;Ne se prononce pas;Non;Non;Oui;Non;
3;417;8/25/2022 12:09:05;Diminue beaucoup;Oui, tout à fait d'accord;Afin de la sauvegarder;Oui, tout à fait d'accord;Pour permettre la pollinisation des plantes;15;Masculin;4;France;France;5;Brevet;Etudiant;Plutôt de gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;LPO, ASPAS, L'Hirondelle centre de soins pour animaux sauvages
3;418;8/25/2022 12:09:23;Diminue un peu;Oui, tout à fait d'accord;Chaque espèce a sa place dans l'écosystème, a un rôle particulier à jouer et qui n'est pas forcément remplacée dans ce rôle lorsqu'elle s'eteint;Oui, tout à fait d'accord;Indispensables pour les services écosystémiques comme la pollinisation, le nettoyage des carcasses ou des excréments, et sont source de nourriture pour un grand nombre d'autres espèces ;20;Féminin;2;France;France ;5;Licence (bac+3);Etudiant;Plutôt de gauche;Oui, directement;Oui, mais pas entomologiste;Oui;Non;CNER (cercle naturaliste des étudiants de Rennes)
3;419;8/25/2022 12:09:23;Diminue beaucoup;Oui, tout à fait d'accord;Elle est indispensable à la provision de services ecosystemiques vitale pour la survie des organismes vivants. Et la biodiversité est belle, fascinante, et fragile.;Oui, tout à fait d'accord;Ce sont des milliers de la vie du sol. Ils pollenisent, et nourrisse de nombreux animaux. Indispensable au services ecosystemiques ;25;Masculin;5;France;France;7;Master (bac+5);En activité;Plutôt de gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;LPO
3;420;8/25/2022 12:12:12;Diminue beaucoup;Oui, tout à fait d'accord;Car nécessaire à l'équilibre et la préservation des écosystèmes qui sont aujourd'hui menacés dans beaucoup d'endroit;Oui, tout à fait d'accord;Ils sont essentiels à la survie des espèces y compris humaine;31;Féminin;1;France ;France ;5;Licence (bac+3);En activité;Complètement à gauche;Non;Non;Oui;Non;
3;421;8/25/2022 12:12:56;Diminue beaucoup;Oui, tout à fait d'accord;Parce que l'humain prend trop de place;Oui, tout à fait d'accord;Parce que j'en vois de moins en moins dans mon secteur et je sais que c'est partout pareil.;49;Masculin;1;France ;France ;7;Doctorat (bac+8);En activité;Ne se prononce pas;Non;Non;Oui;Non;
3;422;8/25/2022 12:12:58;Diminue beaucoup;Oui, tout à fait d'accord;Le nombre d'espèces en voie d'extinction augmente chaque année. Protéger la biodiversité permettrait de conserver les espèce restantes et peut-être aussi d'augmenter les effectifs de ces espèces protégées.;Oui, tout à fait d'accord;Effectifs d'insectes en décroit, nécessaire au maintien des autres espèces s'en nourrissant, pollenisation ;34;Féminin;5;France ;France ;5;Master (bac+5);En activité;Plutôt de gauche;Non;Oui mais niveau amateur débutant ;Oui;Non;LPO 
3;423;8/25/2022 12:18:09;Diminue beaucoup;Oui, tout à fait d'accord;;Oui, d'accord;;44;Masculin;1;;;4;Master (bac+5);En activité;Centre;Non;Non;Non;Non;
3;424;8/25/2022 12:19:32;Diminue beaucoup;Oui, tout à fait d'accord;Elle s’effondre à grande vitesse;Oui, tout à fait d'accord;Leur population a également diminué ;44;Féminin;4;France ;France ;6;Master (bac+5);En activité;Centre;Non;Non;Oui;Oui;Aspas et 30 millions d’amis
3;425;8/25/2022 12:22:17;Diminue beaucoup;Oui, tout à fait d'accord;Le déclin de la biodiversité fragilise grandement la planète, maison de l’humanité ;Oui, tout à fait d'accord;Ils sont à la base de la chaîne alimentaire de beaucoup d’autres espèces et souvent poliinisateurs;56;Féminin;2;France;France;7;Doctorat (bac+8);Retraité;Plutôt de droite;Non;Non;Non;Non;
3;426;8/25/2022 12:22:23;Diminue beaucoup;Oui, tout à fait d'accord;La biodiversité est indissociable de la vie de l'humanité, de la vie sur terre. Si elle s'effondre c'est notre survie qui se retrouve en danger.;Oui, tout à fait d'accord;Les insectes participent à la fécondation de certaines plantes, à l'élimination des espèces mortes, à la nourriture des oiseaux, poissons etc...;73;Féminin;5;En France.;En France.;6;Master (bac+5);Retraité;Plutôt de droite;Non;Non;Oui;Oui;La LPO.
3;427;8/25/2022 12:23:03;Diminue un peu;Oui, tout à fait d'accord;Car c’est les humains qui la détruise en majeur partie;Oui, tout à fait d'accord;Ils sont à la base de beaucoup de systèmes alimentaires, essentielles au cycle du carbone, au recyclage des bouses ;22;Non binaire;3;France ;France;6;Bac;Etudiant;Complètement à gauche;Oui, directement;Oui, je commence l’entomologie;Oui;Oui;GNAUM (Groupe NAturaliste de l’Univeristé de Montpellier) 
3;428;8/25/2022 12:27:43;Diminue un peu;Oui, d'accord;Il y a des chose que l'homme a fait qui sont très difficiles pour la nature même si elle est capable de beaucoup de choses pour ce soigner.;Oui, tout à fait d'accord;Ils sont en première ligne fasse a tous les pesticides et rejets toxiques, de plus ils sont proche de la base de la chaîne trophique.;17;Masculin;1;France ;France ;5;Brevet;Etudiant;Ne se prononce pas;Oui, directement;Oui, mais pas entomologiste;Oui;Non;LPO, Natur'enmaine, bientôt CPIE
3;429;8/25/2022 12:29:17;Diminue un peu;Oui, tout à fait d'accord;Il faut protéger notre environnement de façon générale ;Oui, tout à fait d'accord;Tout le monde sait que les abeilles se font rares;55;Féminin;1;France;France;7;Bac;Sans emploi;Ne se prononce pas;Non;Non;Non;Non;
3;430;8/25/2022 12:29:20;Diminue beaucoup;Oui, tout à fait d'accord;L'équilibre de l'écosystème terrestre en dépend. ;Oui, tout à fait d'accord;Les insectes sont des maillons essentiels de la chaîne alimentaire et de la pollinisation;31;Masculin;2;France;France;4;Master (bac+5);En activité;Complètement à gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;Greenpeace, sea shepherd 
3;431;8/25/2022 12:33:47;Diminue beaucoup;Oui, tout à fait d'accord;Parce qu'avec le progrès des technologies la pression de l'humain sur l'environnement est de plus en plus importante. De plus, il me semble que l'humain, en s'affranchissant du joug religieux, a perdu un sens spirituel qui pouvait amener à une certaine humilité et à un respect du vivant avec lequel il doit/peut composer chaque jour. Qu'il s'agisse des moyens techniques qui lui permettent de s'installer ou d'exploiter des espaces naturels jusqu'ici impropres à son accueil, ou bien des nouveaux matériaux qui ne se dégradent pas dans l'environnement sans dommages sur la faune et la flore, l'empreinte des activités humaines me semble destructrice et indélébile. ;Oui, tout à fait d'accord;Parce qu'ils sont indispensables pour leur rôle d'aliments, de nettoyeurs, de pollinisateurs, d'hôtes intermédiaires.;50;Féminin;5;France;France;7;Bac;En activité;Plutôt de gauche;Oui, directement;Oui, mais pas entomologiste;Oui;Oui;Panse-Bêtes (63) : sauvegarde de la faune sauvage
3;432;8/25/2022 12:35:09;Diminue beaucoup;Oui, tout à fait d'accord;En plus de la pression du réchauffement climatique, nos habitudes (fauchage, urbanisation grandissante) mettent en péril la biodiversité il faut préserver ce qui reste (espaces protégés,...);Oui, tout à fait d'accord;C'est un des premiers êtres vivants dans la chaîne alimentaire et il permet d'entretenir le sol (aération du sol, dégradation des matières organiques, ...) et les insectes pollinisateurs permettent la reproduction de nombreuses plantes sans lesquels ce ne serait pas possible;27;Féminin;3;FRANCE;FRANCE;5;Master (bac+5);Sans emploi;Ne se prononce pas;Oui, directement;Oui, mais pas entomologiste;Oui;Ne se prononce pas;LPO, ANNAM
3;433;8/25/2022 12:42:39;Diminue beaucoup;Oui, tout à fait d'accord;;Oui, tout à fait d'accord;A cause des services ecosystemiques rendus dont la pollinisation (en plus de leur valeur intrinsèque);23;Masculin;5;France;France;5;Master (bac+5);Etudiant;Complètement à gauche;Oui, directement;Non;Oui;Non;
3;434;8/25/2022 12:42:52;Diminue beaucoup;Oui, tout à fait d'accord;Car il y a un équilibre précieux où chaque espèce à son rôle à jouer ;Oui, tout à fait d'accord;Car ils sont des acteurs majeurs de la biodiversité, ils nourrissent beaucoup d'animaux ;28;Féminin;2;France;France;6;Brevet;En activité;Plutôt de gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Non;
3;435;8/25/2022 12:43:01;Diminue beaucoup;Oui, tout à fait d'accord;Parce que c'est au risque pour la pollution, la contamination et les actions contaminantes des grandes entreprises. ;Oui, tout à fait d'accord;;29;Je ne souhaite pas le préciser;4;Argentina ;France ;7;Licence (bac+3);Sans emploi;Complètement à gauche;Oui, indirectement;Non;Non;Non;
3;436;8/25/2022 12:43:18;Diminue beaucoup;Oui, tout à fait d'accord;Nécessité de préserver l’équilibre des écosystèmes ;Oui, tout à fait d'accord;Maintien des équilibres des écosystèmes et rôle de pollinisation notamment ;65;Féminin;5;France;France;7;Bac;Retraité;Complètement à gauche;Non;Non;Oui;Oui;
3;437;8/25/2022 12:44:21;Diminue beaucoup;Oui, tout à fait d'accord;Il en va de notre survie, l’Homme fait partie de l’écosystème, le déséquilibre de ce dernier entrainera automatiquement sa chute. ;Oui, tout à fait d'accord;Qui mange qui, ils nourrissent un nombre considérable d’animaux, ils ont un rôle majeur dans la pollinisation, fécondation et hybridation. ;73;Féminin;3;France;France;7;Master (bac+5);Retraité;Ne se prononce pas;Non;Oui, mais pas entomologiste;Oui;Oui;LPO
3;438;8/25/2022 12:44:51;Diminue beaucoup;Oui, tout à fait d'accord;Elle est en déclin ;Oui, tout à fait d'accord;Ils sont indispensable car ils sont au début de la chaîne alimentaire, pour la pollinisation, la fertilisation (vie) des sols (terre);54;Féminin;3;France;France;5;Master (bac+5);En activité;Complètement à gauche;Non;Non;Oui;Non;
3;439;8/25/2022 12:49:43;Diminue beaucoup;Oui, tout à fait d'accord;Je vis en campagne, je vois l’impact des pratiques modernes sur le vivant;Oui, tout à fait d'accord;Menace chimique omniprésente ;35;Masculin;1;Alsace;Alsace;5;Doctorat (bac+8);En activité;Ne se prononce pas;Oui, indirectement;Oui, mais pas entomologiste;Oui;Non;Bufo
3;440;8/25/2022 12:50:46;Diminue beaucoup;Oui, tout à fait d'accord;Si un maillon de la chaîne alimentaire est manquant, c'est tout l'équilibre de l'écosystème qui est impacté. À terme, cela retombera aussi l'homme qui est le dernier maillon de la chaîne alimentaire.;Oui, tout à fait d'accord;Ils se retrouvent dans la chaîne alimentaire de nombreux animaux et ils contribuent à la pollinisation des végétaux. ;53;Féminin;1;France;France ;5;Licence (bac+3);En activité;Plutôt de gauche;Non;Non;Oui;Non;
3;441;8/25/2022 12:57:49;Diminue beaucoup;Oui, tout à fait d'accord;Nous vivons en interaction avec les dynamiques et les processus naturels issues des interelations multispecifiques ayant en fin de compte des enjeux de régulations des cycles biogeochimiques et climatiques. Toutes les ressources naturelles que nous consommons sont issues de ces processus, notre nourriture par exemple et l'air que l'on respire.;Oui, tout à fait d'accord;Les rôles fonctionnels des insectes dans les écosystèmes est primordiale pour le recyclage de la matière organique et les interactions biotiques (pollinisation, proies-prédateur);31;Masculin;5;France;Gironde;7;Master (bac+5);En activité;Complètement à gauche;Oui, directement;Oui, mais pas entomologiste;Oui;Oui;LPO
3;442;8/25/2022 13:00:12;Diminue beaucoup;Oui, tout à fait d'accord;Sauver la nature et tous les êtres vivants ;Oui, tout à fait d'accord;Sans eux la vie telle qu'on la connait n'existerait plus;44;Féminin;2;France ;France ;6;Bac;En activité;Plutôt de gauche;Non;Non;Oui;Non;
3;443;8/25/2022 13:05:00;Diminue beaucoup;Oui, tout à fait d'accord;Pour notre survie ;Oui, tout à fait d'accord;Pollinisation alimentation ;67;Masculin;4;France ;France ;6;Master (bac+5);Retraité;Centre;Non;Non;Oui;Oui;
3;444;8/25/2022 13:07:36;Diminue beaucoup;Oui, tout à fait d'accord;Afin de respecter l'équilibre de la nature;Oui, tout à fait d'accord;Car ils sont essentiels à l'équilibre naturel en jouant un rôle de pollinisateur et aussi en étant une source de nourriture pour d'autres especes;39;Féminin;3;France;France;5;Master (bac+5);En activité;Plutôt de gauche;Oui, indirectement;Non;Oui;Non;
3;445;8/25/2022 13:07:47;Diminue beaucoup;Oui, tout à fait d'accord;Extinction des espèces, destruction d'habitats, pollution, réchauffement climatique, avenir de la terre et de l'humanité.;Oui, tout à fait d'accord;;26;Féminin;5;France;France;5;Master (bac+5);En activité;Plutôt de gauche;Oui, directement;Oui, mais pas entomologiste;Oui;Non;Lpo. Fne. 
3;446;8/25/2022 13:11:56;Diminue un peu;Oui, tout à fait d'accord;Le nombre d’espèces diminue encore peu mais le nombre d’espèces en danger d’extinction augmente (diminution du nombre d’individus);Oui, tout à fait d'accord;Base de l’alimentation de nombreux animaux, acteurs indispensables du cycle de la vie et de la matières (pollinisateurs, nécrophages, etc);47;Féminin;3;France;France;5;Master (bac+5);En activité;Plutôt de gauche;Oui, indirectement;Non;Oui;Non;LPO
3;447;8/25/2022 13:12:26;Diminue un peu;Oui, tout à fait d'accord;L’économie, ne fait pas attention au vivant;Oui, tout à fait d'accord;"Font parti d’un tout equilibré
";50;Féminin;5;France;France;6;Licence (bac+3);En activité;Centre;Non;Non;Non;Non;
3;448;8/25/2022 13:12:31;Diminue un peu;Oui, tout à fait d'accord;Parce que le déclin de la biodiversité s'accélère de manière importante et est principalement liée directement ou indirectement à l'action de l'Homme.;Oui, tout à fait d'accord;Les insectes sont indispensables à la survie de la biodiversité notamment pour leur rôle avec les plantes et les cultures.;21;Masculin;2;France;France;6;Licence (bac+3);Etudiant (master 2) en alternance, et aspirant à un doctorat en expertise comptable, audit, conseil (DEC);Plutôt de droite;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;J'aimerais rejoindre la LPO à l'avenir et pourquoi pas d'autres
3;449;8/25/2022 13:16:54;Diminue beaucoup;Oui, tout à fait d'accord;Pour préserver les espèces encore vivantes et tenter d’en faire renaître ;Oui, tout à fait d'accord;Parce qu’ils sont à la base du vivant pour beaucoup d’autres espèces ;41;Féminin;1;France ;France ;7;Master (bac+5);Artiste ;Complètement à gauche;Non;Oui, mais pas entomologiste;Oui;Non;
3;450;8/25/2022 13:19:08;Diminue beaucoup;Oui, tout à fait d'accord;Du fait de la disparition ou la diminution d'espaces de leur habitat ( liées à l'activité humaine et/ou aux changements climatiques), du fait de la pollution des milieux naturels, du fait de la surpêche, du braconnage, du trafic d'espèces, de certains types de chasse, du fait d'activités humaines ( circulation routière, machines agricoles et domestiques,,,);Oui, tout à fait d'accord;"Parce qu'ils sont indispensables à beaucoup de processus du cycle du vivant : pollinisation, vie des sols, transformation des animaux et végétaux morts...
Parce qu'ils sont la nourriture de beaucoup d'autres espèces : rongeurs, oiseaux...
Parce qu'ils existent !
Les pesticides agricoles, les insecticides dans les maisons, toutes les sortes de pollution ainsi que les disparitions de  leurs habitats et zones de reproduction les mettent en danger de disparition ";53;Féminin;2;France ;France ;7;Master (bac+5);En activité;Complètement à gauche;Non;Non;Oui;Oui;France nature environnement 
3;451;8/25/2022 13:23:43;Diminue beaucoup;Oui, tout à fait d'accord;Nous voyons au quotidien la diminution du nombre d'espèces autour de chez nous ( diminution en variété d'espèces, et diminution des effectifs de la plupart des espèces);Oui, tout à fait d'accord;Leur nombre diminue et ils sont capitaux pour la pollinisation;47;Féminin;1;France ;France ;6;Licence (bac+3);En activité;Complètement à gauche;Non;Oui, mais pas entomologiste;Oui;Non;LPO
3;452;8/25/2022 13:25:36;Diminue beaucoup;Oui, tout à fait d'accord;;Oui, tout à fait d'accord;;16;Masculin;2;France;France;6;Brevet;Etudiant;Ne se prononce pas;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;
3;453;8/25/2022 13:26:41;Diminue beaucoup;Oui, tout à fait d'accord;"Indispensable à la vie
Donc pour les générations futures :
-Minimiser les risques de guerres pour l eau et les territoires vivable
-Bien-être de vie (nourriture, environnement )
Éthique : préserver la vie sous toutes ses formes 
";Oui, tout à fait d'accord;"Rôle primordial des insectes :
 -ds la pollinisation 
-interactions avec les plantes et les autres animaux ";60;Féminin;4;France;France;7;Licence (bac+3);En activité;Plutôt de gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;Lpo - Somos
3;454;8/25/2022 13:28:07;Diminue beaucoup;Oui, tout à fait d'accord;;Oui, tout à fait d'accord;pollinisation, chaîne alimentaire, aération des sols;32;Féminin;4;France;France;4;Master (bac+5);En activité;Plutôt de gauche;Non;Non;Oui;Oui;
3;455;8/25/2022 13:33:37;Diminue beaucoup;Oui, tout à fait d'accord;;Oui, tout à fait d'accord;;82;Masculin;1;France ;France ;7;;Retraité;Ne se prononce pas;Non;Non;Oui;Non;LPO ASPAS NOE
3;456;8/25/2022 13:35:05;Diminue beaucoup;Oui, tout à fait d'accord;"Chaque espèce a sa place dans un reseau trophique et chaque disparation est susceptible d'entraîner des réactions en chaîne délétère pour la survie de l'espèce humaine. 
Et d'un point de vue plus personnel l'idée de la disparition d'une espèce me rend mélancolique car elle a probablement été causée ou accélérée par l'espèce humaine. ";Oui, tout à fait d'accord;Ils sont essentiels à la pollinisation et à la base de nombreuses chaînes trophiques;27;Féminin;4;France;France;7;Licence (bac+3);En activité;Complètement à gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;LPO
3;457;8/25/2022 13:35:30;Diminue beaucoup;Oui, tout à fait d'accord;Car nous en sommes l'un des maillons, ni plus, ni moins. ;Oui, tout à fait d'accord;Car leurs écosystèmes sont détruits;57;Féminin;3;France;France;7;Licence (bac+3);Graphiste;Complètement à gauche;Oui, indirectement;Oui, mais pas entomologiste;Oui;Oui;
