id;Q2;Q3;;;;;;;;;;;;;;
id_final;Pensez-vous que la biodiversité ait besoin d’être protégée ?;Pour quelles raisons pensez-vous cela ?;Q3_SERVICES_RESOURCES;Q3_INTERCONNECTED;Q3_HUMAN_PROTECTION;Q3_SPECIES_PROTECTION;Q3_THREATENED;Q3_RIGHT_TO_EXIST;Q3_HUMAN_RESPONSIBILITY;Q3_LIFE_PROTECTION;Q3_ECOSYSTEM_PROTECTION;Q3_BEAUTY;Q3_FUTURE_GENERATIONS;Q3_SADNESS;Q3_RESILIENCE;Q3_SPECIES_NOT_TO_PROTECT
156;Oui, tout à fait d'accord;La diminution par rapport aux lectures que je fais & les changements de climat, de paysages… qui détruisent et perturbent les espaces de vie, comportements des etres vivants… Besoin d’être protégée car je pense, peut-être naïvement, que la nature a son sens, qu’il y a un ordre des choses, et qu’il y a une raison pour ceci et cela. Je pense effectivement que l’Homme est perturbateur puisque seul peu de personnes connaissent & comprennent le fonctionnement de cette nature, les interdépendances et consequences.;0;1;0;0;1;1;1;0;0;0;0;0;0;0
157;Oui, tout à fait d'accord;Parce que certaines ont déjà disparu et d autres sont en voie de disparition ;0;0;0;1;1;0;0;0;0;0;0;0;0;0
158;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;Oui, tout à fait d'accord;"C’est une question d’équilibre global nécessaire aussi à l’homme ; un monde sans biodiversité serait sinistre";0;1;1;0;0;0;0;0;0;1;0;0;0;0
160;Oui, tout à fait d'accord;Pour les générations futures ;0;0;0;0;0;0;0;0;0;0;1;0;0;0
161;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
162;Oui, tout à fait d'accord;Sans une biodiversité riche, l'espèce humaine est en danger (par exemple: les risques de la monoculture sur la sécurité alimentaire);0;1;1;0;0;0;0;0;0;0;0;0;0;0
163;Oui, tout à fait d'accord;"La biosphère est notre support de vie, ce qui affecte le tissu vivant de la planète nous affecte aussi. De plus, en tant qu'espèce ""ingénieure"", nous avons une responsabilité éthique supplémentaire vis-à-vis du reste du vivant.";0;1;1;0;0;0;1;0;0;0;0;0;0;0
164;Oui, tout à fait d'accord;rôle des espèces, chaine alimentaire;0;1;0;0;0;0;0;0;0;0;0;0;0;0
165;Oui, tout à fait d'accord;Survie des êtres vivants dont l'espèce humaine. C'est la base.;0;0;1;0;0;0;0;1;0;0;0;0;0;0
166;Oui, tout à fait d'accord;Nous sommes la biodiversite, si la chaîne se fragilise nous aussi ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
167;Oui, tout à fait d'accord;En raison de son extinction qui avance;0;0;0;0;1;0;0;0;0;0;0;0;0;0
168;Oui, tout à fait d'accord;Nous en faisons partie, sans elle, nous ne sommes pas.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
169;Oui, tout à fait d'accord;Garantie d’un équilibre du vivant ;0;1;0;0;0;0;0;1;0;0;0;0;0;0
170;Oui, tout à fait d'accord;Elle est importante pour l équilibre de la planète, pour la survie de l homme. ;0;1;1;0;0;0;0;1;0;0;0;0;0;0
171;Oui, tout à fait d'accord;La biodiversité est non seulement indispensable à l'équilibre de la planète, mais sans elle, l'humanité ne peut survivre;0;1;1;0;0;0;0;1;0;0;0;0;0;0
172;Oui, tout à fait d'accord;Au delà d'un droit d'exister sur Terre au même titre que l'humain qui en fait partie intégrante, la biodiversité délivre un nombre de services sans lesquels l'homme ne peut vivre. Nous devons en prendre soin  si nous voulons un monde viable et vivable.;1;1;1;0;0;1;1;0;0;0;0;0;0;0
173;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
174;Oui, tout à fait d'accord;nous en faisons partie ! ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
175;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176;Oui, tout à fait d'accord;La sauvegarde de notre patrimoine et de l'équilibre des espèces.;0;1;0;1;0;0;0;0;0;1;0;0;0;0
177;Oui, tout à fait d'accord;La biodiversité permet l'équilibre des milieux et des espèces. Perdre en biodiversité, c'est s'exposer à une modification tragique de notre environnement. ;0;1;0;0;0;0;0;0;1;0;0;1;0;0
178;Oui, tout à fait d'accord;Parce que sinon c'est tout un écosystème qui s'effondre;0;0;0;0;0;0;0;0;1;0;0;0;0;0
179;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
180;Oui, tout à fait d'accord;chaque espèce a une valeur, connue ou pas encore connue, car elle participe à l'équilibre du monde, en voir une disparaître c'est déstabiliser un peu plus l'équilibre qui a mis est millénaires à se construire.;0;1;0;0;0;0;0;1;0;0;0;0;0;0
181;Oui, tout à fait d'accord;Parce que la diversité maintient l'équilibre de la planète et de ses habitants humains ou non et permet la vie ;0;1;1;1;0;0;0;1;0;0;0;0;0;0
182;Oui, tout à fait d'accord;la vie est un équilibre - chaque maillon de la biodiversité est essentielle pour que la vie dans sa globalité se poursuive;0;1;0;0;0;0;0;1;0;0;0;0;0;0
183;Oui, tout à fait d'accord;de mon point de vue, du fait de la pollution généralisée des sols, du réchauffement climatique et des incendies généralisés au niveau mondial. ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
184;Oui, tout à fait d'accord;"Comme le disait Robert Hainard, citation que l'on peut étendre à l'ensemble de la biodiversité : ""Il faut sauver les espèces animales en danger non pas parce que nous en avons besoin, mais parce que nous avons besoin de développer les qualités humaines nécessaires pour les sauver, et ce seront celles-là dont nous aurons besoin pour nous sauver nous-mêmes.""";0;0;1;0;0;0;1;0;0;0;0;0;0;0
185;Oui, d'accord;"Sans cela c'est l'écosystème ""qui peut être"" (voir ""qui est"")  en danger ";0;0;0;0;1;0;0;0;1;0;0;0;0;0
186;Oui, tout à fait d'accord;Des connaissances auxquelles j'ai pu avoir accès, il parait normal que des espèces apparaissent et disparaissent au fil des millénaires. Cependant, la diminution de la biodiversité sur les deux derniers siècles est alarmante et semble être causée en (grande) partie par les activités humaines, directement comme indirectement.;0;0;0;0;1;0;1;0;0;0;0;0;0;0
187;Oui, tout à fait d'accord;Pour ne pas couper les chaines alimentaires entre autres;0;1;0;0;0;0;0;0;0;0;0;0;0;0
188;Oui, tout à fait d'accord;la nature est un tout , un équilibre fragile et c'est la biodiversité qui permet le développement de tout ;0;1;0;0;0;0;0;0;0;0;0;0;0;0
189;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
190;Oui, tout à fait d'accord;La préservation d'un maximum de diversité animale;0;0;0;0;0;0;0;0;0;1;0;0;0;0
191;Oui, tout à fait d'accord;Si les habitats naturels sont détruits alors les espèces qui vivent, se nourrissent et se reproduisent dans ces espaces seront impactés très négativement. ;0;0;0;1;0;0;0;0;0;0;0;0;0;0
192;Oui, d'accord;Incapacité visible à respecter le vivant ;0;0;0;0;0;1;1;1;0;0;0;0;0;0
193;Oui, tout à fait d'accord;Notre survie en dépend ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
194;Oui, tout à fait d'accord;pour éviter l'extinction de l'espèce humaine;0;0;1;0;0;0;0;0;0;0;0;0;0;0
195;Oui, tout à fait d'accord;Pour arrêter de faire disparaître les espèces ;0;0;0;1;1;0;1;0;0;0;0;0;0;0
196;Oui, tout à fait d'accord;c'est vivant;0;0;0;0;0;0;0;1;0;0;0;0;0;0
197;Oui, tout à fait d'accord;Car il s'agit d'un devoir de respect et de cohabitation entre les êtres humain et le reste du vivant ;0;0;0;0;0;1;0;0;0;0;0;0;0;0
198;Oui, tout à fait d'accord;Car elle est le résultat d'un processus naturel extrêmement long. Et que je pense premièrement que lorsque la nature développe quelque chose ça n'est pas pour s'amuser, c'est pour avoir plus de chances de faire prospérer la vie. Et deuxièmement que nous sommes parfaitement incapable de produire nous même un tel résultat. Donc le respect est de mise.;0;0;0;0;0;1;0;0;0;0;0;0;1;0
199;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
200;Oui, d'accord;Les activités conséquences des activités anthropiques (i.e. destruction des habitats, surexploitations des ressources, déplacements d'espèces, changements climatiques, pollution des différents compartiments, j'arrête là je ne vais pas faire une liste exhaustive non plus...) sur les écosystèmes et les espèces qui y habitent ont largement affaibli leur richesse spécifique ou remplacé des espèces autochtones spécialiste par des généralistes parfois exotiques.;0;0;0;0;1;0;1;0;0;0;0;0;0;1
201;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
202;Oui, d'accord;Protection des espèces en voie de disparition ;0;0;0;1;1;0;0;0;0;0;0;0;0;0
203;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
204;Oui, tout à fait d'accord;Sans biodiversite la chaîne de l'écosystème s'effondrera. Il sera difficile de maintenir notre écosystème dans ses conditions ;0;1;0;0;0;0;0;0;1;0;0;0;0;0
205;Oui, tout à fait d'accord;6ème extinction de masse. Chute des effectifs de population des espèces communes à très communes (Alouette des champs chez les oiseaux par exemple) entrainant progressivement la disparition de ces espècesà différentes échelles géographiques (région, France, Europe, monde). Cette disparition des espèces est du a de.nombreux facteurs, liés principalement à l'activité humaine.;0;0;0;0;1;0;1;0;0;0;0;0;0;0
206;Oui, tout à fait d'accord;équilibre écologique et valeur patrimoniale ;0;1;0;0;0;0;0;0;0;1;0;0;0;0
207;Oui, tout à fait d'accord;Activités humaines accélèrent la modification de la répartition espèces, accélération des disparitions d’espèces, avec déséquilibre des écosystèmes. Risque de planète invivable;0;1;1;0;1;0;1;0;0;0;0;0;0;0
208;Oui, tout à fait d'accord;Cela contribue à l'équilibre des écosystèmes, à éviter les effets en cascades;0;1;0;0;0;0;0;0;0;0;0;0;0;0
209;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
210;Oui, d'accord;Je pense que l'activité humaine doit respecter les besoins de chaque espèce sur terre. Dans la protection, je vois une notion de respect plus que d'influence sur la biodiversité d'une manière ou d'une autre. ;0;0;0;0;0;1;1;0;0;0;0;0;0;0
211;Oui, tout à fait d'accord;Pour éviter l'effet boule de neige.;0;1;0;0;0;0;0;0;0;0;0;0;0;0
212;Oui, tout à fait d'accord;Car la stabilité des écosystèmes en dépend ;0;1;0;0;0;0;0;0;1;0;0;0;0;0
213;Oui, tout à fait d'accord;La biodiversité permet de maintenir un équilibre pour nos écosystèmes, puisqu'elle en est intégrante. Sans cet équilibre l'érosion de nos ecosysteme s'accélère (cercle vicieux) et impact notre société.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
214;Oui, tout à fait d'accord;Elle est partie prenante de la beauté, de l'équilibre et de l'habitabilité de la planète.;0;1;1;0;0;0;0;0;0;1;0;0;0;0
215;Oui, tout à fait d'accord;Car l'impact anthropique est beaucoup trop intense;0;0;0;0;1;0;1;0;0;0;0;0;0;0
216;Oui, tout à fait d'accord;Pace que la crise actuelle de la perte de la diversité biologique est, au moins en partie, causée par l'homme;0;0;0;0;1;0;1;0;0;0;0;0;0;0
217;Oui, d'accord;Disparition d'une espèce peut entraîner celle d'autres espèces ?;0;1;0;1;0;0;0;0;0;0;0;0;0;0
218;Oui, tout à fait d'accord;Chaque espèce a son rôle à jouer .;0;1;0;0;0;0;0;0;0;0;0;0;0;0
219;Oui, tout à fait d'accord;Les interactions entre les espèces sont toutes assez complexe dans les écosystèmes dont la planète a besoin pour que tout les mécanismes fonctionnent naturellement. De plus toute espèce à droit de vivre et aucunes espèces ne devrait mérité de vivre plus que qu'une autre.;0;1;0;0;0;1;0;1;0;0;0;0;0;0
220;Oui, tout à fait d'accord;L'homme est responsable de cette crise, c'est à lui de restaurer les écosystèmes.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
221;Oui, tout à fait d'accord;Parce que les changements et les dégradations des habitas sont trop importants pour que les espèces s'adaptent ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
222;Oui, tout à fait d'accord;La biodiversité est une source de richesse, nécessaire à l'équilibre de notre monde et précieuse pour pouvoir vivre .;0;1;1;0;0;0;0;0;0;1;0;0;0;0
223;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
224;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
225;Oui, tout à fait d'accord;Par respect (moral) et par responsabilité (conséquences);0;0;0;0;0;1;1;0;0;0;0;0;0;0
226;Oui, d'accord;Pour éviter les déséquilibres dans les écosystèmes provoqués par l'action de l'homme.;0;1;0;0;0;0;1;0;1;0;0;0;0;0
227;Oui, tout à fait d'accord;Pour l'équilibre des espèces ;0;1;0;1;0;0;0;0;0;0;0;0;0;0
228;Oui, d'accord;"pour éviter les perturbations sur la chaîne alimentaire ; préserver l'oxygène";0;1;0;0;0;0;0;0;0;0;0;0;0;0
229;Oui, tout à fait d'accord;Car chaque espèce/écosystème a un rôle particulier sur terre et participe à un équilibre général. ;0;1;0;0;0;0;0;1;0;0;0;0;0;0
230;Oui, d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
231;Oui, tout à fait d'accord;La survie de l'espèce humaine dépend sans doute de celle des autres espèces.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
232;Oui, tout à fait d'accord;La biodiversité mérite d'être conservée pour elle même, parce qu'elle est belle et regorge d'adaptations merveilleuses, et dans notre intérêt humain car elle fournit des services écosystémiques vitaux pour survivre. ;1;0;1;0;0;1;0;0;0;1;0;0;0;0
233;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
234;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
235;Oui, tout à fait d'accord;Complexité du vivant qui permet l adaptation ;0;0;0;0;0;0;0;0;0;0;0;0;1;0
236;Oui, tout à fait d'accord;Notre bien être et notre survie en dépendent ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
237;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
238;Oui, tout à fait d'accord;Pour la maintenir ;0;0;0;0;0;0;0;0;1;0;0;0;0;0
239;Oui, tout à fait d'accord;Pour éviter l'extinction de la vie sur la planète.;0;0;0;0;0;0;0;1;0;0;0;0;0;0
240;Oui, d'accord;nous sommes responsable et aujourd'hui, les garants de la biodiversité de demain.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
241;Oui, tout à fait d'accord;Expansion de l'espèce humaine, pas assez integrative de l'impact sur la biodiversite. ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
242;Oui, tout à fait d'accord;garantir le bon fonctionnement des écosystèmes, garantir l’habitabilité de la terre pour l'ensemble des espèces (dont la nôtre),;0;1;1;1;0;0;0;0;0;0;0;0;0;0
243;Oui, tout à fait d'accord;Pour éviter la disparition d'espèces et d'habitats liée aux activités humaines;0;0;0;1;0;0;1;0;0;0;0;0;0;0
244;Oui, tout à fait d'accord;Dégradation visible tous les jours.  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
245;Oui, tout à fait d'accord;Pour proteger un equilibre entre les différentes formes de vie qui dependent les unes des autres,  humains compris;0;1;1;0;0;0;0;1;0;0;0;0;0;0
246;Oui, tout à fait d'accord;Sans biodiversité, la nature et la planète seraient en danger;0;0;0;0;1;0;0;1;0;0;0;0;0;0
247;Oui, tout à fait d'accord;le nombre d'espèces qui changent de catégorie UICN vers des plus préoccupantes sont nombreuses. Les constats naturalistes ne laissent plus de doute. Une des dernières étude de l'OPIE montre la disparition d'espèces de papillons de nombreux départements !;0;0;0;0;1;0;0;0;0;0;0;0;0;0
248;Oui, d'accord;Sans les mesures de protection, les activités humaines ne font pas attention à la biodiversité et la dégrade;0;0;0;0;1;0;1;0;0;0;0;0;0;0
249;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
250;Oui, tout à fait d'accord;Chaque espèce est importante pour l'équilibre environnemental général. L'interdépendance des espèces (y compris la nôtre) induit une nécessaire protection;0;1;1;1;0;0;0;0;0;0;0;0;0;0
251;Oui, d'accord;C'est de la logique vu ce qu'il se passe (bois, constructions...);0;0;0;0;0;0;1;0;0;0;0;0;0;0
252;Oui, tout à fait d'accord;tout est interconnecté ;0;1;0;0;0;0;0;0;0;0;0;0;0;0
253;Oui, tout à fait d'accord;L'être humain exploite les ressources et cause ainsi des dommages à la terre et aux espèces qui s'y trouvent. Tout élément biologique ou géologique étant interconnecté, les changements abrupts peuvent modifier un état des choses, des chaînes de causalités, si bien que la protection correspond aussi à une nécessité si l'on souhaite survivre (en tant qu'espèce, d'un pt de vue anthropocentré), et pour le fonctionnement de la planète.;0;1;1;0;1;0;1;1;0;0;0;0;0;0
254;Oui, tout à fait d'accord;parce que la diversité favorise la vie, et améliore les conditions d'existences de tout ce qui existe;0;0;0;0;0;0;0;0;0;0;0;0;1;0
255;Oui, tout à fait d'accord;En fort déclin, elle est fortement dérangée;0;0;0;0;1;0;0;0;0;0;0;0;0;0
256;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
257;Oui, tout à fait d'accord;Je constate que dans mon jardin il n y a plus ou presque plus d insectes de polinisateurs;0;0;0;0;1;0;0;0;0;0;0;0;0;0
258;Oui, tout à fait d'accord;Car chaque espèces joue un rôle important dans l’écosystème.;0;1;0;0;0;0;0;0;1;0;0;0;0;0
259;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
260;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
261;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
262;Oui, d'accord;Les associations qui protègent les animaux sauvages ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
263;Oui, tout à fait d'accord;Parce que c'est la bonne chose a faire, ce serait une trop grande perte ;0;0;0;0;0;0;1;0;0;1;0;0;0;0
264;Oui, tout à fait d'accord;Elle joue un rôle important pour notre planète ;0;1;0;0;0;0;0;1;0;0;0;0;0;0
265;Oui, tout à fait d'accord;Chaque animal est essentiel au bon fonctionnement du cycle de la chaîne alimentaire;0;1;0;0;0;0;0;0;1;0;0;0;0;0
266;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
267;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
268;Oui, tout à fait d'accord;pour le bon fonctionnement de la planète ;0;0;0;0;0;0;0;1;0;0;0;0;0;0
269;Oui, d'accord;Car il y a des espèces en voie de disparition qu’on doit protéger mais aussi des espèces invasives qu’on doit prélever « chasser » car elles empêchent d’autres espèces de se développer ;0;0;0;1;1;0;0;0;0;0;0;0;0;1
270;Oui, tout à fait d'accord;La biodiversité garantit un échantillon large de n’importe quelle espèce dans ce monde donc une disparition de n’importe quelle espèce nous affectera forcément.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
271;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
272;Oui, tout à fait d'accord;Toute existence est un besoin dans ce monde ;0;0;0;0;0;1;0;0;0;0;0;0;0;0
273;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
274;Oui, tout à fait d'accord;Simplement car de façon générale l’activité humaine ne devrait pas altéré le fonctionnement naturel des choses ;0;0;0;0;0;0;1;0;0;0;0;0;0;0
275;Oui, tout à fait d'accord;Les dégâts causés par l'Homme occasionnent des changements trop rapides et drastiques. Les espèces et leurs habitats ne peuvent pas réagirent et être résilients face à cette destruction sur un si court laps de temps. Chaque espèce a son importance et mérite d'exister. ;0;0;0;0;1;1;1;0;0;0;0;0;0;0
276;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
277;Oui, tout à fait d'accord;En plus des service ecosystemique que la nature nous offre, je pense que la nature est un patrimoine qu’il faut admirer et comprendre pour vivre avec.;1;0;0;0;0;0;0;0;0;1;0;0;0;0
278;Oui, tout à fait d'accord;C’est un patrimoine, et c’est également nécessaire pour le fonctionnement des écosystèmes dont nous dépendons ;0;1;1;0;0;0;0;0;0;1;0;0;0;0
279;Oui, tout à fait d'accord;Extinction massive;0;0;0;0;1;0;0;0;0;0;0;0;0;0
280;Oui, tout à fait d'accord;Pour conserver un patrimoine génétique riche. Cela permet de faire face aux maladies.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
281;Oui, d'accord;"La protection est importante mais peut-être que mettre des protections partout serait contre productif pour la sensibilisation (comme par exemple avoir des protections sur beaucoup d'espèces qui ralentirait des projets d'animation ou de sensibilisation (autorisation nécessaire/arrêté concernant les espèces protégées).
Peut être que cela fera aussi perdre de la crédibilité aux protection s'il y en partout.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
282;Oui, tout à fait d'accord;L'Homme a un impact non négligeable sur les milieux qui l'entourent, sa population augmente et la pression sur les milieux naturels qui en découle augmente elle aussi, donc les habitats disparaissent avec leurs biodiversité associée;0;0;0;0;1;0;1;0;0;0;0;0;0;0
283;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
284;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
285;Oui, tout à fait d'accord;Parce que les activités humaines impactent directement ou indirectement tous les écosystèmes;0;0;0;0;0;0;1;0;0;0;0;0;0;0
286;Oui, tout à fait d'accord;le droit à la vie tout simplement, les multiples services rendus, notre survie;1;0;1;0;0;1;0;0;0;0;0;0;0;0
287;Oui, tout à fait d'accord;Parce qu'il y a une extinction de masse et la disparition d'espèces même si de nouvelles espèces apparaissent;0;0;0;0;1;0;0;0;0;0;0;0;0;0
288;Oui, tout à fait d'accord;Il serait temps de s’intéresser à notre environnement et d'en prendre soin ;0;0;0;0;0;0;1;0;0;0;0;0;0;0
289;Oui, tout à fait d'accord;Nous sommes une des principales causes de la perte de biodiversité, elle doit alors être protégé des humains;0;0;0;0;1;0;1;0;0;0;0;0;0;0
290;Oui, tout à fait d'accord;6ème crise d'extinction de la biodiversité en cours à cause de l'homme;0;0;0;0;1;0;1;0;0;0;0;0;0;0
291;Oui, d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
292;Oui, tout à fait d'accord;C est notre futur qui est mis en danger si on ne fait rien pour protéger notre environnement ;0;0;1;0;0;0;0;0;0;0;0;0;0;0
293;Oui, tout à fait d'accord;"L'humanité ne se rend pas compte ou préfère oublier que cela cause des dégâts sur les habitats comme les zones humides au profit de sols cultivés. On prend tout et on ne laisse rien pour la Nature et au futurs enfants. 
Des animaux souffrent et des plantes aussi mais l'Homme s'enfiche tant qu'il a son confort.";0;0;0;0;1;1;1;0;0;0;1;0;0;0
294;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
295;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
296;Oui, tout à fait d'accord;Les différentes composantes de la nature, végétales, animales et même eau et terre, sont interdépendantes dans un équilibre qui s'est mis en place sur des millions  d'années.  En affectant gravement une des composantes, on crée  un déséquilibre qui affecte profondément  et durablement  l'ensemble. On ne peut penser l'humanité  que comme une autre composante qui interagit avec les autres en.les respectant.;0;1;0;0;0;1;0;0;0;0;0;0;0;0
297;Oui, tout à fait d'accord;L'humain a un fort impact négatif sur la biodiversite, il faut bien essayer de la protéger au mieux ;0;0;0;0;0;0;1;0;1;0;0;0;0;0
298;Oui, tout à fait d'accord;Car les être-vivants sont tous lié les uns aux autre par des mécanismes biologiques. Une biodiversité riche signifie une cohabitation inter-espèces. L'espèce humaine étant responsable de la diminution de la biodiversité, il nous incombe de retrouver un respect pour le vivant sous toutes ses formes. Dans notre intérêt et dans le soucis de l'intérêt général. ;0;1;1;0;1;1;1;0;0;0;0;0;0;0
299;Oui, tout à fait d'accord;Déclin massif de toutes les espèces et disparition/destruction des habitats ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
300;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
301;Oui, tout à fait d'accord;C’est la base de l’équilibre naturel ;0;1;0;0;0;0;0;0;0;0;0;0;0;0
302;Oui, tout à fait d'accord;Trop de pollution, changement de climat trop brusque, transformation des écosystème ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
303;Oui, d'accord;Je vis dans le monde rural depuis mon plus jeune age, même si des espèces tendent à revenir le bilan reste très négatif et la biodiversité se réduit de plus en plus.;0;0;0;0;1;0;0;0;0;0;0;0;0;0
304;Oui, tout à fait d'accord;La diversité est la base de tout ;0;1;0;0;0;0;0;0;0;1;0;0;0;0
305;Oui, tout à fait d'accord;Pour éviter des extinctions d’espèces ;0;0;0;1;1;0;0;0;0;0;0;0;0;0
306;Oui, tout à fait d'accord;Je pense que l'Homme ne doit pas avoir un regard anthropocentré mais écocentré, pour continuer à partager les ressources de la planète;0;0;0;0;0;1;1;0;0;0;0;0;0;0
307;Oui, tout à fait d'accord;L’Homme est responsable de la 6 eme extinction de masse, la lutte contre l’érosion de la biodiversité doit permettre de sauvegarder les espèces en danger d’extinction. Une des solutions est aussi d’intervenir dans la gestion de certains sites pour permettre de maintenir les conditions de vie nécessaires au espèces présentes ;0;0;0;1;1;0;1;0;0;0;0;0;0;0
308;Oui, tout à fait d'accord;Elle doit être protéger dans la mesure où c'est l'activité humaine qui la fait baisser, si c'était des évènements purement naturel je pense qu'il faudrait laisser les choses se faire. Mais actuellement on sait que les changement sont du pour la plupart aux activités humaines.;0;0;0;0;1;0;1;0;0;0;0;0;0;0
309;Oui, tout à fait d'accord;Pourquoi maintenir les espèces et la diversité spécifique de la planète;0;0;0;1;0;0;0;0;0;1;0;0;0;0
310;Oui, tout à fait d'accord;Au titre de la protection du vivant, dont d'ailleurs notre survie dépend. ;0;1;1;0;0;0;0;1;0;0;0;0;0;0
311;Oui, tout à fait d'accord;Parce que si nous faisons rien le risque est plus grand ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
312;Oui, tout à fait d'accord;Question de patrimoine + services écosystémiques;1;0;0;0;0;0;0;0;0;1;0;0;0;0
313;Oui, d'accord;"Chaque espèce est importante dans un écosystème. Sa disparition d'impacte pas seulement l'espèce en elle-même mais également les autres espèces avec lesquelles elle entre en relation (chaîne trophique etc.) et donc dérégler l'écosystème dans sa globalité. Or, les écosystèmes assurent des services importants pour l'homme (ressources, divertissements...) d'où l'intérêt de les protéger (on peut aussi penser que chaque espèce a le droit d'exister si l'on prend une approche moins anthropocentrée).
Cependant, la Terre a connu et connaîtra de nouveau des extinctions et des émergences d'espèces. Il est donc insensé de penser pouvoir préserver les écosystèmes tels qu'ils sont actuellement pour l'éternité.";1;1;1;0;0;1;0;0;0;0;0;0;0;0
314;Oui, tout à fait d'accord;Parce que beaucoup ne s'en préoccupent pas !;0;0;0;0;0;0;1;0;0;0;0;0;0;0
315;Oui, tout à fait d'accord;Pour protéger le vivant sous ses multiples forme par amour du vivant et pour permettre aux humains de pouvoir vivre;0;0;1;0;0;0;0;1;0;1;0;0;0;0
