id_final;Q17;Q18;;;;;;;;;;;;;;;;
id_final;Pensez-vous que les insectes aient besoin d’être protégés ?;Pour quelles raisons pensez-vous cela ?;Q18_SERVICES_RESOURCES;Q18_INTERCONNECTED;Q18_HUMAN_PROTECTION;Q18_SPECIES_PROTECTION;Q18_SPECIES_NOT_TO_PROTECT;Q18_UNPLEASANT;Q18_THREATENED;Q18_BEES;Q18_RIGHT_TO_EXIST;Q18_HUMAN_RESPONSIBILITY;Q18_LIFE_PROTECTION;Q18_ECOSYSTEM_PROTECTION;Q18_BEAUTY;Q18_INDICATOR;Q18_BIG_PART_BIODIVERSITY;Q18_SADNESS
151;Oui, tout à fait d'accord;"Les insectes comme le reste du vivant doivent être protégés.
Tout d'abord par respect pour la vie (la diversité). Mais aussi pour notre planète, au regard de nos responsabilités (l'Humain est la plus grande force tellurique actuelle).

Par ailleurs, d'un point de vue plus pragmatique, les insectes assurent des fonctions écologiques capitales pour le reste de la biosphère, comme pour notre bien-être et notre agriculture (les services écosystémiques) : pollinisation, recyclage de la matière organique, protection des cultures,...
Les insectes sont aussi les proies de nombreux prédateurs (insectes, arachnides, vertébrés) et jouent donc un rôle capital dans les chaines alimentaires.

Enfin, ce monde fonctionne parce qu'il est complexe et on cherche en permanence à le simplifier pour espérer pouvoir le gérer, c'est là que tout s'effondre.
En comprenant ces innombrables interdépendances, il devient facile de comprendre et d'accepter de protéger toutes les formes de vie, même celles qu'on ""n'aime pas"".
";1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0
152;Oui, tout à fait d'accord;Certains insectes jouent le rôle de pollinisateur, aèrent le sol ou sont à la base de la chaine alimentaire. Tous les insectes contribuent au maintient d'un écosystème viable;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
153;Oui, tout à fait d'accord;Ils font partie du vivant.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
154;Oui, tout à fait d'accord;Car ils sont en grave declin;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
155;Oui, tout à fait d'accord;Il font partie de la biodiversité / Cf. première réponse;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
156;Oui, tout à fait d'accord;Parce qu’ils ont bien une raison d’être! ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
157;Oui, tout à fait d'accord;Nécessaire à l équilibre ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;Oui, tout à fait d'accord;Ils constituent l’alimentation de beaucoup d’animaux, et sont aussi utiles en bout de chaîne alimentaire, certains pollinisent les plantes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;Oui, tout à fait d'accord;Car ils occupent une place prépondérante dans la vie terrestre ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
161;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
162;Oui, tout à fait d'accord;Pour la santé des sols et donc de l'environnement;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;Oui, tout à fait d'accord;Ils joue un rôle clé dans l'ensemble des écosystèmes terrestres, que ce soit en termes de cycle de la matière, de pollinisation et bien entendu de nourriture pour d'autres groupes.;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
164;Oui, tout à fait d'accord;interdépendance des espèces;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;Oui, tout à fait d'accord;Participe à la biodiversité au cycle de la vie ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
166;Oui, d'accord;Ils maintiennent un équilibre,  des sols, de la nourriture d'autres espèces,.. ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;Oui, d'accord;Pour maintenir des équilibres d'écosystèmes ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
168;Oui, tout à fait d'accord;Base de la pyramide alimentaire des vertébrés, équilibre de la majeure partie des écosystèmes ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
169;Oui, tout à fait d'accord;Intègré dans les chaînes alimentaires ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170;Oui, tout à fait d'accord;Pour les insectivores,  pour la pollinisation ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
171;Oui, tout à fait d'accord;Les insectes sont indispensables dans la chaine alimentaire, certains sont pollinisateurs de nos ressources alimentaires.;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
172;Oui, tout à fait d'accord;Ils sont les auxiliaires précieux pour le sol, la nature en général, sont sources de nourriture pour de nombreux autres animaux, d'une résilience extraordinaire (on les retrouve dans tous les milieux y compris les plus extrêmes!), sources d'inspiration pour l'Homme (bio-inspiration)...je les trouve passionnant.;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
173;Oui, d'accord;rôle de pollinisateur + base de la chaîne alimentaire + rôle dans le fonctionnement de plantes et de la faune;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174;Oui, tout à fait d'accord;"si la base s'effondre, tout s'écroule
";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176;Oui, tout à fait d'accord;Leur utilité pour l'équilibre des écosystèmes est indispensable;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
177;Oui, tout à fait d'accord;Pollinisation, dégradation/recyclage de la matière organique, symbiose avec d'autres animaux ou végétaux, aération/fertilisation des sols;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
178;Oui, tout à fait d'accord;ils sont un maillon de la chaîne animale permettant à tout un écosystème de survivre;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
179;Oui, d'accord;Chaque espèces à son niveau est importante pour la biodiversité. De la plus petite et moins visible à la plus imposante;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;Oui, tout à fait d'accord;pour les services rendus aux écosystèmes (pollinisation, dégradation de matière) , les molécules et produits qu'ils synthétisent et apportent aux hommes, et leur rôle dans la chaîne alimentaire.;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
181;Oui, tout à fait d'accord;la meme que précédemment, l'équilibre. ils constituent les sols, pollinisent, servent à la chaine alimentaire des autres espèces... mais les moustiques sont pénibles (MDR);1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
182;Oui, tout à fait d'accord;ils participent à la pollinisation et sont des maillons dans la chaine alimentaire d'autres animaux;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;Oui, tout à fait d'accord;ils jouent un rôle important avec l'apport de matière organique à la terre;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;Oui, tout à fait d'accord;Ils sont à la base de nombreuses chaines alimentaires, sont des indicateurs de la santé des écosystèmes, utilisés en médecine, contribuent à la pollinisation ...;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
185;Oui, d'accord;Chaque insectes est certainement bénéfique à un écosystème.  ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
186;Oui, tout à fait d'accord;Ils sont à la base de nombreuses chaines alimentaires, ils permettent également de polliniser, de décomposer et transformer les matières, ...;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
187;Oui, tout à fait d'accord;Continuité de la chaine alimentaire;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
188;Oui, tout à fait d'accord;ils sont utiles à tout points de vue , chaîne alimentaires etcetc;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
189;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
190;Oui, tout à fait d'accord;Ils participent au fonctionnement de la planète, à sa régénération (aération des sols) et à l'élimination de certaines substances nocives ;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
191;Oui, tout à fait d'accord;Parce que ce sont des espèces peu connus, donc plus fragile car on n'y fait moins attention. On ne les connait pas toutes encore.. et puis parce qu'elles rendent également de nombreux services écosystémiques. ;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
192;Oui, d'accord;Idem qu’avant ;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
193;Oui, tout à fait d'accord;C'est la base de la chaîne alimentaire, ils sont d'une aide précieuse pour l'agriculture ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;Oui, tout à fait d'accord;pour éviter de trop grand bouleversements dans les équilibres (pullulement des moustiques car disparition insectes ?);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
196;Oui, tout à fait d'accord;respect;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
197;Oui, tout à fait d'accord;Ils sont à la base de la chaîne alimentaire ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;Oui, tout à fait d'accord;La vie s'est établie en système. Chaque strate a son rôle. Tout changement brutal est dangereux. Des exemples de déséquilibres sont un appauvrissement des sols, une surpopulation d'une autre espèce, etc. Il s'agit de travailler avec et non pas contre comme on s'est bien appris à le faire depuis qu'on joue avec du pétrole.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
199;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
200;Oui, tout à fait d'accord;Car ils ont tous des fonctions dans les écosystèmes que l'homme ne pourra pas remplacer (décomposition, prédation, pollinisation, etc);1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
201;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
202;Oui, d'accord;Ils font partie de la chaîne alimentaire,  ils polinisent, ils sont nettoyeurs;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
204;Oui, tout à fait d'accord;Ils sont essentielles à notre survie : pollenisation , enrichissement des sols, nettoyage des déchets ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
205;Oui, tout à fait d'accord;Nombreuses espèces méconnues non prises en compte dans la vie de tout les jours alors qu'elles sont impactées négativement par nos activités. Beaucoup de méconnaissance de désintérêt des gens pour ces espèces souvent très petites et tellement utiles pour notre survie (pollinisation, régulation des maladies, décomposition de la matière, source de nourriture, etc.);1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0
206;Oui, tout à fait d'accord;un rôle capital dans les écosystèmes et une sous représentation dans les efforts de conservation;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
207;Oui, tout à fait d'accord;"Indispensables à l’équilibre des écosystèmes 
Boucles alimentaires ";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
208;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
209;Oui, tout à fait d'accord;car les insectes ont un rôle à part entière dans chaque écosystème et leur disparition aurait des conséquences irréversibles sur le reste des espèces vivantes;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
210;Oui, d'accord;Les insectes ont une influence sur notre alimentation. Ils contribuent à un certain équilibre ;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
211;Oui, tout à fait d'accord;Ils sont un maillon important de la chaine alimentaire, un des réservoir de nourriture le plus important pour toutes les autres espèces.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
212;Oui, tout à fait d'accord;Ils sont essentiel au fonctionnement d'un grand nombre d'écosystèmes;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
213;Oui, tout à fait d'accord;Ils ont un rôle très important pour les écosystèmes. Dégradation déchets organiques, pollinisation, proie pour d'autrse especes;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
214;Oui, tout à fait d'accord;Nécessaire à la bonne santé des sols, de l'air, de l'eau. Participent à des cycles permettant l'habitabilité de la planète.;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
215;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
216;Oui, d'accord;Très grande diversité. Base de nombreux réseaux trophiques. Méritent tout autant que les vertébrés ;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
217;Oui, tout à fait d'accord;ils sont sans doute utiles mais en danger;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
218;Oui, tout à fait d'accord;Pour leur utilité dans la nature;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219;Oui, tout à fait d'accord;Ce sont des espèces à la base de la chaîne alimentaire qui rendent un nombre incalculable de services écosystémiques et apporte de la vie et de la couleur dans la nature;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
220;Oui, tout à fait d'accord;Ils constituent souvent la base des réseaux trophiques et rendent une multitude de services écosystémiques.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;Oui, tout à fait d'accord;Ils sont a la base de processus essentiel : pollinisation, régulation des invasives, ressource alimentaire...;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222;Oui, tout à fait d'accord;Ce sont de formidables polinisateurs et un réservoir de nourriture pour de nombreuses autres espèces.;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
223;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
224;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
225;Oui, tout à fait d'accord;Ils sont à la base de la chaîne alimentaire ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;Oui, d'accord;Certains sont essentiels pour la vie d'un écosystème, leur action sur la nature est un rouage parmi d'autres qui, comme la plupart, est crucial.;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
227;Oui, tout à fait d'accord;Ils sont à l'origine de la fin de certains écosystèmes ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
228;Oui, d'accord;contrôle des pestes, pollinisation;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;Oui, tout à fait d'accord;Ils participent à la pollinisation des fleurs et représentent une source d'alimentation pour de nombreux animaux.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
231;Oui, tout à fait d'accord;Ils sont nécessaires pour la pollinisation;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;Oui, tout à fait d'accord;Ils sont essentiels pour le fonctionnement des écosystèmes et notamment la pollinisation. ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
233;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
234;Oui, tout à fait d'accord;Ils sont à la base de la chaine alimentaire pour de nombreuses espèces, ils ont un rôle de pollinisateur;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;Oui, tout à fait d'accord;Ils permettent la vie, base des chaînes trophiques,  ;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
236;Oui, tout à fait d'accord;Nous en avons besoin- équilibre de nos écosystème ;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
237;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
238;Oui, tout à fait d'accord;Pour éviter leur disparition ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
239;Oui, tout à fait d'accord;Chaque espèce est importante avec son tour dans l'équilibre trophique. ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;Oui, tout à fait d'accord;Pour une réelle prise en compte dans les projets industriels...;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
241;Oui, tout à fait d'accord;Phenologie liée à la dispersion  plantes ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;Oui, tout à fait d'accord;indispensables à la survie des écosystèmes, indispensables à la survie des végétaux et donc des animaux;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
243;Oui, tout à fait d'accord;Peu connus, rôles nombreux (pollinisation, décomposeurs, ressource alimentaire...);1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
244;Oui, tout à fait d'accord;Autant besoin que n'importe quels autres organismes. Rôle fonctionnel central des consommateurs primaires  ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;Oui, tout à fait d'accord;Chaque espèce peut avoir un impact difficilement predictible en cas de disparition, y compris les insectes;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;Oui, tout à fait d'accord;Ils sont à la base du réseau trophique de beaucoup d'animaux, ils sont essentiels à la reproduction de nombreuses plantes, ...;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;Oui, tout à fait d'accord;"parce que très peu d'espèces d'insectes sont protégées à l'heure actuelle et des projets monstrueux peuvent anéantir des populations sans que rien ne puisse être fait car ils ne sont pas assez étudiés (manque de fonds et de moyens). Les insectes représentent la plus grande biomasse sur Terre donc tout le monde s'en fout ""il y en a plein donc on peut en détruire plein, ça ne changera rien""";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
248;Oui, tout à fait d'accord;Ce sont des bons indicateurs de l'état des écosystèmes et parce qu'ils font partis de la nature au même titre que des espèces de mammifères;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
249;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
250;Oui, tout à fait d'accord;Pour notre survie immédiate : tous les pollinisateurs et par ricochet, les insectes étant souvent la base alimentaire d'autres animaux, certaines espèces disparaîtront à leur tour ( surtout les oiseaux!) + tous ceux qui sont des auxilliaires nécessaires à l'agriculture ( pour dégrader le compost, pour ameublir ...) + ceux qui sont utiles pour l'industrie pharmaceutique et chimique... et puis il y en a qui sont tellement beaux que ça serait bien dommage s'il disparaissaient!;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
251;Non, pas d'accrod;Ils s'adaptent très vite et sont très nombreux;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
252;Oui, d'accord;ce sont les premiers maillons de la chaîne alimentaire;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;Oui, tout à fait d'accord;"Ils sont indispensables dans de nombreux processus indispensables à la richesses de sols, à la pollinisation des végétaux, constituent des ""aliments"" dont d'autres espèces dépendent";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
254;Oui, tout à fait d'accord;parce qu'ils sont les travailleurs de l'ombre de nos écosystème et qu'ils participent au grand chaînon de la vie;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
255;Oui, tout à fait d'accord;Peu connu du grand publique et souvent délaissé, leur chute impact tous les écosystèmes du à leurs rôles dans le vivant (pollinisateurs, proies, etc..);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
256;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
257;Oui, tout à fait d'accord;Sans insectes pas de pollinisations et pas d oiseaux;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
258;Oui, tout à fait d'accord;Ils font partie du début de la chaîne alimentaire, permettent une multitude de choses, tout l’équilibre repose sur eux.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;Ne sais pas;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
260;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
261;Oui, tout à fait d'accord;Car ils sont indispensable a notre vie ;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
262;Oui, d'accord;La chaîne d’alimentation pour les autres animaux ;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
263;Oui, d'accord;Je n'aime pas les insectes mais ils sont essentiels pour l'écosystème et pour les autres espèces danimaux qui se nourissent d'eux;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0
264;Oui, d'accord;Ils ont chacun des fonctions importantes au niveau des plantes par exemple ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;Oui, tout à fait d'accord;Tout animal est essentiel. ;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
266;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
267;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
268;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
269;Oui, tout à fait d'accord;Car ce sont des pollinisateurs et sans eux ont peux pas avoir des fruits et légumes ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270;Oui, tout à fait d'accord;Car ils permettent la pollinisation pour certains et donc la production de fruits ou même certain travaillent le sol;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
271;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
272;Oui, d'accord;Ils sont utiles dans l’écosystème, ils tiennent un rôle important dans le cycle de la vie ;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
273;Oui, d'accord;Doit être traitée comme toutes les autres espèces ;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
274;Oui, tout à fait d'accord;Certains insectes jouent des rôles majeur dans le bon fonctionnement naturel (ex: pollinisation) ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;Oui, tout à fait d'accord;Alors qu'ils représentent la grande majorité du nombre d'espèces au total vivant sur terre, ils sont souvent oubliés et mal vus. Sans eux, toutes les chaînes trophiques s'effondrent. ;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0
276;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
277;Oui, tout à fait d'accord;Comme toute espèce, un statu de protection peut être nécessaire si l’espèce est mise en danger par l’activité humaine, le fait d’être un insecte, un champignon ou ver plat parasite n’a pas à rentrer en compte ;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0
278;Oui, tout à fait d'accord;La biomasse des insectes a chuté de 80% en 30 ans en Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
279;Oui, tout à fait d'accord;Maillon de la chaîne alimentaire, pollinisation ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280;Oui, tout à fait d'accord;Ils font partie de la biodiversité, ils doivent être conservés. Pour polonisé.;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
281;Oui, tout à fait d'accord;"Car ils possèdent très peu de protection par rapport à d'autres espèces et ils sont très importants pour nous mais pour les écosystèmes en général et ils sont en déclin.
Ils sont aussi plutôt mal vu de manière générale ou peu connus.";0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0
282;Oui, tout à fait d'accord;Car 80% de leur population a déjà disparue ;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
283;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
284;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
285;Oui, tout à fait d'accord;Pour toutes leurs fonctions dans les écosystèmes (Pollinisation, régulation, détritivore);1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
286;Oui, tout à fait d'accord;roles de polinisateur, decomposeur, auxiliaire des cultures, base du réseau trophique...;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
287;Oui, tout à fait d'accord;Parce que les produits phytosanitaires, l'urbanisme et l'ensemble des activités humaines les éliminent créant des déséquilibres dans les réseaux trophiques car ils sont à la base de l'alimentation de nombreuses espèces et et d'interactions dans l'écosystème.;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
288;Oui, tout à fait d'accord;Le rôle des insectes est peu connu mais indispensable au bon fonctionnement des écosystèmes;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
289;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
290;Oui, tout à fait d'accord;Essentiels à la vie sur Terre;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
291;Oui, d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
292;Oui, tout à fait d'accord;Les insectes font partie de ceux qui ont pour rôle de polliniser, de nettoyer la planète, et c est un élément important pour la chaîne alimentaire.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
293;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
294;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
295;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
296;Oui, tout à fait d'accord;Ils sont à  la base de la chaîne  alimentaire de nombreuses espèces et participent à la polennisation et à  l'enrichissement de l'humus.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
297;Oui, tout à fait d'accord;Maillon essentiel des chaînes alimentaires et tout simplement de quel droit on s'autorise à nuire des animaux tels quils soient ;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
298;Oui, tout à fait d'accord;"Les insectes sont des êtres vivants
";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
299;Oui, tout à fait d'accord;Ils ont partis des espèces peu connues et difficile à vouloir protéger car peu visible et peu attrayantes pour l'homme ;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
300;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
301;Oui, tout à fait d'accord;Pollinisation, recyclage des déchets;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
302;Oui, d'accord;Essentiel notamment la pedofaune;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
303;Oui, tout à fait d'accord;L'évaluation des populations d'insectes et l'évaluation de leur abondance sur un milieu est très difficile. On sait que les insectes sont très sencible aux modifications de milieux. Par sécuritée il serait bon d'en proteger un maximum car leur disparition est difficilement prévisible;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
304;Oui, tout à fait d'accord;Agent de la biodiversité;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
305;Oui, tout à fait d'accord;Ils sont polinisateurs et permettent également de réguler d’autres espèces (araignée qui mange des moustiques par exemple);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
306;Oui, tout à fait d'accord;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
307;Oui, tout à fait d'accord;La chute de la biomasse d'insecte , la sur-utilisation de pesticides, la fragmentation des habitats;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
308;Oui, tout à fait d'accord;Les insectes jouent des rôles primordiaux : pollinisation, fabrication des sols, sources de nourriture pour des plantes/animaux ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
